,pref_card,case_cart_id
178,"frozenset({'85321', '78573', '44038', '81716', '81657', '68776', 'SN70006Z', '69589', 'UH0715', '133577', '35883', '44765', '40943', 'UH0697', 'UH0822', 'SN0605', '27582M', 'LHLS970', 'SN50007', '60945', '128453', '38206', 'UH0819', '44769', 'SN01182', '351', '34985', 'SN00112', '35872', '83104', '39798', '53171', 'SN6895', '86685', 'SN00655', '129771', '38160', '50341', '84364', '108253', '77069', '44744', 'UH095', 'SN00591', '36557', 'SN00400', '38279', 'LHLS839', 'UH0211', '1122', '47320', '36556', '597', '38207', '1917', '83107', 'UH0218', 'SN20406', '81165', '31258', '44782', '44697', 'SN29719', '35923', '44680', '128769', '44409', '72791', 'LHLS893', '36285', '36380', 'SN00983', 'SN01178', '44767', '36309', '52902', '5478', '84665', '82561', '36038', '51980', '86684', '1557', '83533', '82560', '587', '3070', '48137', 'SN42824', '38242', '80623', 'SN01037', '36558', '35893', '133221', '44698', 'SN1087', '80878', '35863', '119551', '338', 'SN29712', 'SN0622', '58530', 'SN00114', '1857', '44058', '2008', 'UH0699', '36343', '79063', '36185', '35983', '83106', '58116', '1686', '36555', '39315', 'UH0698', 'UH0959', 'SN80002', '1308'})",1
179,"frozenset({'85321', '46818', '44038', 'SN70006Z', '69589', 'UH0583', '63210', 'UH0715', '52822', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '82093', '128453', '38206', '584', '15813', '108252', 'SN01182', '351', '34985', 'SN00112', 'SN00399', '79541', '83104', '39798', 'SN01038', 'SN100146', '53171', '76780', '129771', '38262', '38141', '21920', '38200', 'SN0608', '84364', '83105', '77069', 'SN00591', 'UH095', '50956', '38279', 'LHLS839', 'SN1334', '1122', '47320', '129636', '36556', '3181', '597', '38207', '83107', 'SN20406', '81165', '31258', '120817', '38202', 'SN00298', '44782', '36941', 'SN8683', '38197', '44680', '35923', '14205', '36608', '44409', '72791', 'LHLS893', '36285', '36380', 'SN01178', '38186', '58078', '52902', '5478', '84665', '82561', '36038', '82100', '86684', 'SN0610', '83533', '587', '38410', 'SN42824', '48137', '82101', '38242', '80623', '82095', '36558', '35893', '133221', 'UH0217', 'UH0580', 'SN1087', '80878', '35863', '119551', 'SN0611', '82099', 'SN00114', 'SN0236', '2008', 'UH0699', '58114', '36343', '79063', '51985', '35983', '83106', '58116', '1686', '36555', '68309', 'UH0698', 'SN80002', '38160'})",1
180,"frozenset({'85321', '44038', '81657', 'SN70006Z', '69589', 'UH0583', '63210', 'UH0715', '34652', '40943', 'UH0697', '27582M', 'LHLS970', '1121', '128453', 'SN0919', '38206', '15140', '584', '15813', 'SN01182', '351', 'SN01042', '83104', '39798', '53171', '86685', '129771', '45723', 'SN80001', '38160', '21920', 'SN0604', '56931', 'SN00591', '10610', 'SN00400', 'LHLS839', '58383', '78654', '80950', '82315', '36199', '79948', '47320', '129636', '36556', '3181', '597', '38207', '1917', '83107', 'LHLS842', 'SN20406', '38199', '81165', 'SN80003', '31258', '120817', '586', '291', '44782', '38197', '35923', '128769', '36608', '44409', '40576', 'LHLS893', '36285', '36380', 'SN01178', '52902', '7414', '5478', '84665', '82561', 'SN01105', '36038', '82100', '86684', '83533', '3070', 'SN42824', '42349', '38242', '80623', '36558', '15831', '35893', '133221', '128770', 'UH0580', 'SN1087', '80878', 'UH0214', '35863', 'SN0611', 'SNM00060', '82099', 'SN0622', '58530', '36560', 'SN00114', '44058', '2008', 'UH0699', '36343', '79063', '35983', '83106', '1686', '58116', '36555', '39315', 'UH0698', '1308'})",1
181,"frozenset({'120767', '85321', '78573', '99268', '44038', '81657', 'SN70006Z', '63210', 'UH0715', '133577', '99271', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '99269', '38246', '128453', '38206', '36613', 'SN01182', 'SN00112', '34985', '83104', '39798', '53171', 'SN100146', 'UH0700', '86685', '129771', '56931', 'SN0608', '84364', '44744', 'SN00591', '99272', 'SN00400', '38279', 'LHLS839', '58383', '134060', '38401', '1122', '36199', '47320', '38247', '36556', '38403', '597', '38207', '352', 'LHLS842', 'SN20406', '1919', '81165', '31258', '120817', '38202', '38208', '44782', '35923', '128769', '44409', 'LHLS893', '36285', '99270', '36380', 'SN01178', '36309', '58078', '52902', '5478', '84665', '82561', '99273', '36038', '29413', '86684', 'SN0610', '83533', '587', 'SN42824', '38242', '80623', '36558', '35893', '133221', '38402', 'SN1087', '80878', '35863', '3229', 'SN0611', '38193', 'SN00114', '1857', '2008', 'UH0699', 'SN0602', '36343', '35983', '83106', '134033', '35879', '36555', '39315', 'UH0698', 'SN80002', '38160'})",1
182,"frozenset({'85321', '44038', 'SN70006Z', '69589', 'UH0715', '35883', '25671', '44765', '27582M', 'UH0697', 'SN0605', 'UH0822', '70819', 'LHLS970', '128453', 'UH0819', 'SN00113', 'SN01182', 'SN00112', '34985', '42290', '39798', 'UH0700', 'SN01117', '129771', 'SN0608', '84364', 'SN00591', 'SNU5033', '38261', 'LHLS839', '134060', '70820', '1122', '36556', '3181', '38218', 'LHLS842', 'SN20406', '1919', '81165', '69590', '120817', '586', 'UH0496', '44782', '35923', '38232', '44409', 'SN033', 'LHLS893', '36380', 'SN00983', 'SN01178', '52902', '5478', '84665', '82561', '51980', '86684', '83533', '3070', 'SN42824', '55081', '80623', 'SN01037', '35893', '133221', 'SN1087', '3229', '1308', '43940', '35906', '47617', 'UH1015', '2008', '83106', '134033', '36555', 'UH0698', 'UH0959', 'SN80002', '38160'})",3
183,"frozenset({'13698', '85321', '35888', '44038', '81657', 'SN70006Z', '69589', '80254', 'UH0583', 'UH0715', '35883', '34652', '40943', 'UH0697', '27582M', 'LHLS970', 'UH0198', '1121', 'SN0919', '128453', '38206', '15140', '584', '15813', 'SN01182', '351', '83104', '39798', '53171', '86685', '129771', '45723', 'SN80001', '38160', 'SN0604', '21920', 'SN00591', '10610', 'SN00400', 'LHLS839', '58383', '44748', '80950', 'UH0200', '36199', '47320', '129636', '36556', '79951', '1917', 'LHLS842', 'SN20406', '38199', '81165', 'SN80003', '31258', '120817', '586', 'UH0496', '291', '44782', '35923', '38197', '128769', '36608', '57166', '44409', '40576', 'LHLS893', '36285', '36380', 'SNM00151', 'SN01178', '52902', '7414', '5478', '84665', '82561', 'SN01105', '36038', '82100', '86684', '83533', '3070', 'SN42824', '42349', '38242', '80623', '36558', '35893', '133221', 'SN1087', 'UH0214', 'UH0580', '35863', '43940', 'SN0611', 'SNM00060', '82099', '58530', '81828', '36560', 'UH1015', '44058', '134057', '2008', '36343', '35983', '83106', '1686', '36555', '82169', 'UH0698', '1308'})",2
184,"frozenset({'85321', '99268', '44038', '81657', 'SN70006Z', '69589', 'UH0583', '63210', 'UH0715', '99271', '34652', '40943', 'UH0697', '27582M', 'LHLS970', '99269', '1121', '128453', 'SN0919', '38206', '15140', '584', '15813', 'SN01182', 'SN00112', '351', '83104', '39798', '53171', '86685', '129771', '45723', 'SN80001', '38160', '21920', 'SN0604', '56931', '77069', 'SN00591', '99272', '10610', 'SN00400', 'LHLS839', '58383', '78654', '80950', '82315', '36199', '47320', '129636', '36556', '3181', '79951', '597', '1917', '585', 'LHLS842', 'SN20406', '38199', '81165', 'SN80003', '31258', '120817', '291', '44782', '38197', '35923', '128769', '36608', '44409', '40576', 'SN033', 'LHLS893', '36285', '99270', '36380', 'SN01178', '52902', '7414', '5478', '84665', '82561', '99273', 'SN01105', '82100', '36038', '86684', '83533', '3070', 'SN42824', '42349', '38242', '80623', '36558', '15831', '35893', '133221', 'UH0580', '44698', 'SN1087', '80878', 'UH0214', '35863', '43940', 'SN0611', 'SNM00060', '82099', 'SN0622', '58530', '36560', 'UH1015', 'SN00114', '44058', '2008', 'UH0699', '36343', '35983', '83106', '1686', '36555', '39315', 'UH0698', '1308'})",2
185,"frozenset({'85321', '44038', 'SN70006Z', '69589', 'UH0715', '35883', '25671', '44765', 'UH0697', 'UH0822', 'SN0605', '27582M', '70819', 'LHLS970', '128453', 'UH0819', 'SN00113', 'SN01182', '351', '34985', 'SN00112', '42290', '83104', '39798', '53171', 'SN01117', '129771', 'SN0608', '84364', '108253', 'SN00591', 'SNU5033', '38261', '589', 'LHLS839', '58383', '134060', 'UH0212', '1122', '79948', '36556', '3181', '38218', '3437', 'LHLS842', 'SN20406', '81165', '69590', '31258', '120817', '586', 'UH0496', '44782', '35923', '14205', '38232', '57166', '44409', 'SN033', 'LHLS893', '36380', 'SN00983', 'SN01178', '52902', '5478', '84665', '82561', '51980', '29413', '86684', '83533', '3070', 'SN42824', '55081', '80623', 'SN01037', '36558', '35893', '133221', 'SN1087', '35863', '3229', '43940', '35906', '47617', '1857', 'UH1015', '2008', '35983', '83106', '134033', '36555', 'UH0698', 'UH0959', 'SN80002', '38160'})",3
186,"frozenset({'85321', '46818', '44038', '63210', '69589', 'SN70006Z', 'UH0715', '52822', '40943', '27582M', 'UH0697', 'SN0605', 'LHLS970', '128453', '38206', '584', '108252', 'SN01182', 'SN00112', '351', '34985', 'SN00399', '83104', '39798', '53171', '129771', 'SN0608', '84364', '77069', '44744', 'SN00591', '38279', 'LHLS839', '58383', 'SN1334', '1122', '36199', '79948', '36556', '3181', '38403', '597', '38207', '38188', 'SN20406', '81165', 'SN80003', '31258', '120817', 'SN00298', '44782', '36941', '44680', '35923', '36608', '44409', 'LHLS893', '36285', '36380', 'SN01178', '58078', '52902', '5478', '84665', '82561', '36038', '86684', 'SN0610', '83533', '587', '44696', '38410', 'SN42824', '82101', '38242', '80623', '36558', '35893', '133221', 'UH0217', '38402', '35863', 'SN1087', '80878', '119551', '43940', 'SN0611', '38404', 'SN00114', 'UH1015', '2008', 'UH0699', '36343', '51985', '35983', '83106', '1686', '36555', '68309', 'UH0698', 'SN80002', '38160'})",5
187,"frozenset({'120767', '85321', '46818', '78573', '99268', '44038', '81657', 'SN70006Z', '69589', 'UH0583', '63210', '108240', 'UH0715', '133577', '99271', '52822', '25671', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '99269', '38246', '60945', '128453', 'SN80000', '38206', '15813', 'SN01182', '351', '34985', 'SN00112', '79541', '83104', '39798', 'SN100146', '53171', '76780', '129771', '45723', '21920', '38200', '56931', 'SN0608', '84364', '83105', '44744', '77069', 'SN00591', '99272', 'SN00400', '38279', 'LHLS839', '58383', '129639', '80950', 'SN1334', '1122', '36199', '47320', 'SN0746', '129636', '38247', '36556', '597', 'SN20406', '81165', '31258', '120817', '586', '38202', '38208', 'SN00298', '291', '44782', '44680', '38197', '35923', '36608', '44409', '40576', 'LHLS893', '36285', '99270', '36380', 'SN01178', '52902', '5478', '84665', '82561', '36038', '99273', '82100', 'SN01105', '86684', 'SN0610', '83533', '587', 'SN20550', '3070', '38410', 'SN42824', '38242', '80623', '36558', '35893', '133221', '80878', 'SN1087', 'UH0580', '42345', '35863', '43940', '82099', 'SN00114', 'UH1015', '2008', 'UH0699', 'SN0602', '36343', 'UH0947', '35983', '83106', '1686', '36555', 'UH0698', 'SN80002', '38160'})",2
188,"frozenset({'85321', '80623', '134049', '38160', '76557', '35893', '133221', 'SN1087', '44038', '81716', '36298', '35863', 'SN70006Z', '84364', '35923', '43940', 'UH0715', 'SN00591', '38746', '128769', '25671', 'LHLS893', '36380', 'UH0697', 'LHLS970', 'SN0605', 'SN00983', 'SN01178', 'LHLS839', 'UH1015', '36584', 'SN01151', '52902', '2008', '1122', 'SN80002', '84665', '27584M', '82561', '1849', '83106', '44769', '351', '36637', '86684', '83533', '134048', 'SN00370', 'SN20406', 'LHLS842', 'UH0698', '81165', '53171', '1308', '38242'})",2
189,"frozenset({'85321', '120767', '46818', '78573', '44038', 'SN70006Z', '69589', 'UH0583', '63210', '108240', 'UH0715', '133577', '52822', '25671', '40943', '27582M', 'UH0697', 'SN0605', 'LHLS970', '128453', '38206', '584', '15813', 'SN01182', '351', '34985', '36598', '79541', '83104', '39798', '53171', 'SN100146', '76780', '129771', '45723', '21920', '38200', '56931', '84364', '83105', 'SN00591', '50956', 'SN00400', '38279', 'LHLS839', '58383', '129639', '80950', 'SN1334', '1122', '36199', 'SN0746', '129636', '36556', 'SN20406', '81165', '31258', '120817', 'SN00298', '291', '44782', '35923', '38197', '44680', '36608', '44409', '40576', '36380', 'LHLS893', '36285', 'SN01178', '58078', '52902', '84665', '82561', '36038', 'SN01105', '82100', 'SN0610', '83533', '587', '38410', 'SN42824', '38242', '80623', '36558', '35893', '133221', 'SN1087', 'UH0580', '42345', '35863', '3229', '43940', '82099', 'UH1015', '2008', 'SN0602', '36343', 'UH0947', '35983', '83106', '1686', '36555', 'UH0698', 'SN80002', '38160'})",1
190,"frozenset({'85321', '78573', '44038', '81657', 'SN70006Z', '69589', 'UH0583', 'UH0715', '133577', '34652', '40943', 'UH0697', '27582M', 'LHLS970', '1121', 'SN0919', '128453', '38206', '15140', '584', '15813', 'SN01182', '351', '83104', '39798', '53171', '86685', '129771', '45723', 'SN80001', '38160', 'SN0604', '21920', 'SN00591', '10610', 'SN00400', 'LHLS839', '58383', '78654', '82315', '80950', '36199', '47320', '129636', '36556', '79951', '1917', 'LHLS842', 'SN20406', '38199', '81165', 'SN80003', '31258', '120817', '586', '291', '44782', '35923', '38197', '128769', '36608', '44409', '40576', 'LHLS893', '36285', '36380', 'SN01178', '52902', '7414', '5478', '84665', '82561', 'SN01105', '36038', '82100', '86684', '83533', '3070', 'SN42824', '42349', '38242', '80623', '36558', '35893', '133221', 'SN1087', 'UH0214', 'UH0580', '35863', '43940', 'SN0611', 'SNM00060', '82099', '58530', '36560', 'UH1015', '44058', '2008', '36343', '35983', '83106', '1686', '36555', 'UH0698', '1308'})",1
191,"frozenset({'99268', '85321', '46818', '78573', '13698', '120767', '35888', '44038', '81657', 'SN70006Z', '80254', '69589', 'UH0583', '63210', '108240', 'UH0715', '133577', '99271', '52822', '35883', '25671', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '99269', 'UH0198', '38246', '82093', '60945', '128453', 'SN80000', '38206', '584', '15813', 'SN01182', 'SN00112', '34985', '351', '79541', '83104', '39798', '53171', 'SN100146', '76780', '129771', '45723', '21920', '38200', '56931', 'SN0608', '84364', '83105', '77069', '44744', 'SN00591', '99272', '36557', 'SN00400', '38279', 'LHLS839', '58383', '44748', '129639', '80950', 'SN1334', '1122', 'UH0200', '36199', '47320', 'SN0746', '129636', '38247', '36556', '597', 'SN20406', '81165', '31258', '120817', '586', '38202', '38208', 'UH0496', 'SN00298', '291', '44782', '35923', '38197', '44680', '36608', '57166', '44409', '40576', 'LHLS893', '36285', '99270', '36380', 'SN01178', '52902', '5478', '84665', '82561', 'SN01105', '36038', '99273', '82100', '86684', 'SN0610', '83533', '82560', '587', 'SN20550', '3070', '38410', 'SN42824', '38242', '80623', '36558', '35893', '133221', '80878', 'UH0580', 'SN1087', '42345', '35863', '43940', '82099', '36560', 'SN00114', 'UH1015', '2008', 'UH0699', 'SN0602', '36343', 'UH0947', '35983', '83106', '1686', '36555', '82169', 'UH0698', 'SN80002', '38160'})",1
192,"frozenset({'85321', '99268', '120767', '44038', '81657', 'SN70006Z', 'UH0213', 'UH0715', '99271', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '99269', 'UH0822', '38246', '82093', '60945', '128453', '38206', '36613', 'SN01182', 'SN00112', '34985', '351', 'SN00399', '36598', '39798', 'SN100146', '53171', '129771', '50341', 'SN0608', '84364', '77069', 'SN00591', '99272', '38279', 'LHLS839', '58383', '38401', '1122', '36199', '47320', '38247', '36556', '3181', '38403', '1849', '597', 'LHLS842', 'SN20406', '108747', '81165', 'SN80003', '31258', '120817', '38202', '38208', '291', '44782', '79384', '35923', '36608', '44409', 'LHLS893', '36285', '99270', '36380', 'SN00983', 'SN01178', '52902', '84665', '82561', '36038', '99273', '86684', 'SN0610', '83533', '587', 'SN42824', '38242', '80623', '36558', '35893', '133221', '80878', '38402', 'SN1087', '35863', '43940', '38404', 'SN00114', 'UH1015', '2008', 'UH0699', 'SN0602', 'SNU5009', '36343', '51985', '35983', '83106', '36555', 'UH0698', '289', 'UH0959', 'SN80002', '38160'})",1
193,"frozenset({'120767', '85321', '78573', '45018', '44038', '81657', 'SN70006Z', 'UH0583', '69589', '63210', 'UH0715', '133577', '35883', '25671', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '82093', '128453', '38206', 'UH0819', '584', 'SN00113', '15813', 'SN01182', '351', '34985', 'SN00399', 'LHLS809', '79541', '35872', '83104', '39798', '53171', 'SN100146', 'SN01117', '76780', '113527', '129771', '45723', '38160', '34162', '40604', '21920', '38200', '35874', '56931', 'SN0608', '84364', 'SN00591', '50956', 'SNU5033', '71496', '46496', 'SN00400', '38279', 'LHLS839', '58383', '129639', 'UH0212', '80950', '1122', 'SN03577', '36199', '79948', '129636', '36556', '3181', '38218', '3437', 'SN20406', '81165', '69590', 'SN80003', '31258', '120817', '38202', 'SN00298', 'UH0917', '44782', '35923', '38197', '44680', '14205', '128769', '36608', '38232', '44409', '40576', '36285', 'LHLS893', '36380', 'SN00983', 'SN01178', '52902', '80918', '5478', '84665', '82561', 'SN01105', '36038', '82100', '86684', 'SN0610', '1557', '38238', '83533', '587', '76554', '3070', '38410', 'SN42824', '38242', '48097', '80623', '84311', '36558', '35893', '133221', '80878', 'UH0580', 'SN1087', '42345', '35863', '3229', '119551', '43940', '82099', 'UH0929', '44481', '1857', 'SN00114', 'UH1015', '2008', 'SN0602', '36343', '35983', '83106', 'UH0914', '41551', '1686', '36555', '68309', 'UH0698', '289', 'SN80002', '1308'})",1
194,"frozenset({'13698', '85321', '78573', '35888', '44038', '81657', '80254', '69589', 'UH0583', 'SN70006Z', 'UH0715', '133577', '35883', '34652', '40943', 'UH0697', '27582M', 'LHLS970', 'UH0198', '1121', 'SN0919', '128453', '38206', '15140', '584', '15813', 'SN01182', '351', '83104', '39798', '53171', '86685', '129771', '45723', 'SN80001', '38160', 'SN0604', '21920', 'SN00591', '10610', 'SN00400', 'LHLS839', '58383', '44748', '78654', '82315', '80950', 'UH0200', '36199', '47320', '129636', '36556', '79951', '1917', 'LHLS842', 'SN20406', '38199', '81165', 'SN80003', '31258', '120817', '586', 'UH0496', '291', '44782', '38197', '35923', '128769', '36608', '57166', '44409', '40576', 'LHLS893', '36285', '36380', 'SNM00151', 'SN01178', '52902', '7414', '5478', '84665', '82561', '36038', 'SN01105', '82100', '86684', '83533', '3070', 'SN42824', '42349', '38242', '80623', '36558', '35893', '133221', 'SN1087', 'UH0214', 'UH0580', '35863', '43940', 'SN0611', 'SNM00060', '82099', '58530', '81828', '36560', 'UH1015', '44058', '134057', '2008', '36343', '35983', '83106', '1686', '36555', '82169', 'UH0698', '1308'})",1
195,"frozenset({'85321', '99268', '78573', '120767', '44038', '81657', 'SN70006Z', 'UH0715', '99271', '25671', '40943', '27582M', 'UH0697', 'LHLS970', 'SN0605', '99269', '38246', '82093', '60945', '128453', '38206', 'SN01182', '351', 'SN00112', '34985', 'SN00399', '83104', '39798', '53171', '129771', 'SN0608', '84364', '108253', '77069', 'SN00591', '99272', '38279', 'LHLS839', '58383', 'UH0212', '1122', '36199', '47320', '38247', '36556', '3181', '38403', '597', 'SN20406', '81165', '31258', '120817', '38202', '38208', '44782', '35923', '44680', '44409', 'LHLS893', '36380', '99270', 'SN01178', '52902', '5478', '84665', '82561', '36038', '99273', '86684', 'SN0610', '83533', 'SN20550', '3070', '38410', 'SN42824', '38242', '80623', '36558', '35893', '133221', '80878', '35863', '38402', 'SN1087', '43940', '1857', 'SN00114', 'UH1015', '2008', 'UH0699', 'SN0602', '36343', '35983', '83106', '36555', 'UH0698', 'SN80002', '38160'})",2
196,"frozenset({'13698', '85321', '35888', '44038', '81657', 'SN70006Z', '69589', '80254', 'UH0583', 'UH0715', '35883', '34652', '40943', 'UH0697', '27582M', 'LHLS970', 'UH0198', '1121', 'SN0919', '128453', '38206', '15140', '584', '15813', 'SN01182', '351', '83104', '39798', '53171', '86685', '129771', '45723', 'SN80001', '38160', 'SN0604', '21920', 'SN00591', '10610', 'SN00400', 'LHLS839', '58383', '44748', '78654', '82315', '80950', 'UH0200', '36199', '79948', '47320', '129636', '36556', '1917', 'LHLS842', 'SN20406', '38199', '81165', 'SN80003', '31258', '120817', '586', 'UH0496', '291', '44782', '35923', '38197', '128769', '36608', '57166', '44409', '40576', 'LHLS893', '36285', '36380', 'SNM00151', 'SN01178', '52902', '7414', '5478', '84665', '82561', '36038', 'SN01105', '82100', '86684', '83533', '3070', 'SN42824', '42349', '38242', '80623', '36558', '35893', '133221', 'UH0580', 'UH0214', 'SN1087', '35863', '43940', 'SN0611', 'SNM00060', '82099', '58530', '81828', '36560', 'UH1015', '44058', '134057', '2008', '36343', '35983', '83106', '1686', '36555', '82169', 'UH0698', '1308'})",1
197,"frozenset({'85321', '120767', '44038', '81657', 'SN70006Z', '69589', 'UH0213', 'UH0715', '133577', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '128453', '38206', '36613', '15813', 'SN01182', '351', '34985', '36598', '79541', '83104', '39798', 'SN100146', '53171', '129771', '45723', '21920', 'SN0608', '84364', 'SN00591', '589', 'SN00400', '38279', 'LHLS839', '58383', '38401', '1122', '36199', '79948', '129636', '36556', '3181', '1849', '352', 'LHLS842', 'SN20406', '108747', '81165', '31258', '120817', '38202', 'SN00298', '44782', '79384', '35923', '38197', '44680', '44409', 'LHLS893', '36285', '36380', 'SN01178', '52902', '5478', '84665', '82561', '36038', '82100', '86684', 'SN0610', '83533', '587', 'SN20550', 'SN42824', '55081', '38242', '80623', '36558', '36551', '35893', '133221', 'SN1087', '35863', '43940', '82099', 'UH1015', '2008', 'SN0602', 'SNU5009', '36343', '51985', '35983', '83106', '1686', '36555', 'UH0698', 'SN80002', '38160'})",1
198,"frozenset({'85321', '80623', 'SN00298', '36558', '35893', '133221', '44782', 'UH0217', '36941', 'SN1087', '44038', '35863', 'SN70006Z', '84364', '35923', '43940', 'UH0715', 'SN00591', '52822', '25671', 'LHLS893', '36285', '36380', 'UH0697', '27582M', 'SN0605', 'LHLS970', 'SN01178', 'UH1015', '2008', '58078', '52902', 'SN1334', '1122', '5478', '84665', '36556', '82561', '108252', '83106', '35983', '53171', '351', '34985', '86684', '36555', 'SN0610', '83533', '83104', '39798', 'SN20406', 'UH0698', 'SN01038', '81165', 'SN80002', '31258', '38160', '38242'})",1
199,"frozenset({'13698', '85321', '78573', '35888', '44038', '81657', '80254', '69589', 'SN70006Z', 'UH0583', 'UH0715', '133577', '35883', '34652', '40943', 'UH0697', '27582M', 'LHLS970', 'UH0198', 'SN0919', '128453', '38206', '15140', '584', 'SN01182', '351', '34985', '83104', '39798', '53171', '86685', '129771', '45723', '129507', '38160', 'SN0604', '21920', '84364', 'SN00591', '82457', 'SN00400', 'LHLS839', '58383', '44748', '129639', '63228', '80950', 'UH0200', '1122', '36199', '47320', '129636', '36556', 'SN10406', '1917', '585', 'LHLS842', 'SN20406', '81165', '44500', 'SN80003', '31258', '120817', 'UH0496', '41755', '291', '44782', '40585', '35923', '38197', '36608', '57166', '44409', '40576', 'LHLS893', '36285', '36380', '40611', 'SN100147', 'SNM00151', 'SN01178', '52902', '7414', '5478', '84665', '82561', '36038', 'SN01105', '82100', '21685', '86684', '83533', '3070', 'SN42824', '42349', '38242', 'UH0209', '80623', '36558', '35893', '133221', '128770', '80878', 'SN1087', '43954', 'UH0580', '35863', '43940', 'SNM00060', '82099', '58530', '81828', '42317', '36560', 'UH1015', '44058', '134057', 'SN0236', '2008', '36343', '35983', '83106', '1686', '36555', 'SN00272', '63229', 'UH0698', 'SN80002', '1308'})",1
200,"frozenset({'99268', '85321', '78573', '120767', '44038', '81657', 'SN70006Z', 'UH0213', 'UH0715', '133577', '99271', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '99269', '38246', '82093', '60945', '128453', '38206', '36613', 'SN01182', 'SN00112', '34985', '351', 'SN00399', '36598', '83104', '39798', '83842', 'SN100146', '53171', '129771', 'SN0608', 'SNU00050', '84364', '77069', 'SN00591', '99272', '50956', '38279', 'LHLS839', '58383', '38401', '1122', '36199', '47320', '38247', '36556', '3181', '38403', '1849', '597', '83107', 'LHLS842', 'SN20406', '108747', '81165', 'SN80003', '31258', '120817', '38202', '38208', '291', '44782', '79384', '35923', '44680', '128769', '36608', '44409', '72791', 'LHLS893', '36285', '99270', '36380', 'SN01178', '52902', '5478', '84665', '82561', '99273', '36038', '86684', 'SN0610', '83533', '587', 'SN42824', '38242', '80623', '36558', '35893', '133221', '80878', '38402', 'SN1087', '35863', '43940', '38404', 'SN00114', 'UH1015', '2008', 'UH0699', 'SN0602', 'SNU5009', '36343', '79063', '51985', '35983', '83106', '36555', 'UH0698', '289', 'SN80002', '38160', '38198'})",1
201,"frozenset({'120767', '85321', '78573', '99268', '121344', '44038', '81657', 'SN70006Z', '69589', '63210', 'UH0715', '133577', '99271', '25671', '44765', '40943', '27582M', 'UH0697', 'UH0822', 'SN0605', '99269', 'LHLS970', '38246', '128453', '38206', '36613', 'SN01182', 'SN00112', '34985', '83104', '39798', '53171', 'SN100146', 'UH0700', '129771', 'SN00655', '38141', '56931', 'SN0608', '588', '84364', '83105', '44744', 'SN00591', '99272', 'SN00400', '38279', 'LHLS839', '58383', '134060', '38401', '1122', '36199', '47320', '38247', '36556', '38403', '597', '38207', '352', 'LHLS842', 'SN20406', '81165', '1919', '69590', '36305', '31258', 'SNJ0068', '120817', '38202', '38208', '291', '44782', '35923', 'SN20359', '36608', '44409', '36380', 'LHLS893', '99270', '36285', 'SN01178', '44767', '52902', '5478', '84665', '82561', '36038', '99273', '51980', '29413', '86684', '83533', '587', '3070', '48137', 'SN42824', '38242', '80623', '36558', '35893', '133221', '80878', '38402', '36634', 'SNEQ065', 'SN1087', '42345', '35863', '3229', '119551', '338', '43940', '38193', 'SN00658', 'SN00114', '1857', 'UH1015', '128771', '2008', 'UH0699', 'SN0602', '36343', '51985', '35983', '83106', '134033', '36555', '39315', 'UH0698', '289', 'SN00268', 'SN80002', '38160'})",1
202,"frozenset({'120767', '85321', '44038', '81657', 'SN70006Z', '69589', 'UH0583', 'UH0213', 'UH0715', '133577', '40943', 'UH0697', '27582M', 'SN0605', 'LHLS970', '128453', '38206', '36613', '15813', 'SN01182', '351', '34985', 'SN00399', '36598', '79541', '83104', '39798', '53171', 'SN100146', '76780', '129771', '45723', '21920', '38200', 'SN0608', '84364', 'SN00591', 'SN00400', '589', '38279', 'LHLS839', '58383', '38401', '1122', '36199', '79948', '129636', '36556', '3181', '1849', '352', 'LHLS842', 'SN20406', '108747', '81165', '31258', '120817', '38202', 'SN00298', '291', '44782', '79384', '35923', '38197', '44680', '36608', '44409', 'LHLS893', '36285', '36380', 'SN01178', '52902', '84665', '82561', 'SN01105', '36038', '82100', '86684', 'SN0610', '38238', '83533', 'SN20550', '587', 'SN42824', '55081', '38242', '80623', '36558', '36551', '35893', '133221', 'SN1087', 'UH0580', '35863', '43940', '82099', 'UH1015', '2008', 'SN0602', 'SNU5009', '36343', '35983', '83106', '1686', '36555', 'UH0698', '289', 'SN80002', '38160'})",4
